source,catalog_code,dataset,field_position,original_field_name,korean_meaning,storage_type,observed_value_type,unit,missing_value_definition,observed_missing_tokens,first_year,last_year,identifier_role
고등교육통계,0103,대학교학생개황,15,대학교학생_야간4학년재적학생수,대학교학생_야간4학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,16,대학교학생_야간3학년재적여학생수,대학교학생_야간3학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,17,대학교학생_야간3학년재적학생수,대학교학생_야간3학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,18,대학교학생_야간2학년재적여학생수,대학교학생_야간2학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,19,대학교학생_야간2학년재적학생수,대학교학생_야간2학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,20,대학교학생_야간1학년재적여학생수,대학교학생_야간1학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,21,대학교학생_야간1학년재적학생수,대학교학생_야간1학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,22,대학교학생_야간여자휴학생수,대학교학생_야간여자휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,23,대학교학생_야간휴학생수,대학교학생_야간휴학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,24,대학교학생_야간여자재학생수,대학교학생_야간여자재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,25,대학교학생_야간재학생수,대학교학생_야간재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,26,대학교학생_야간6학년재적여학생수,대학교학생_야간6학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,27,대학교학생_입학지원자수,대학교학생_입학지원자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,28,대학교학생_여자국가기술자격취득자수,대학교학생_여자국가기술자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,29,대학교학생_국가기술자격취득자수,대학교학생_국가기술자격취득자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,30,대학교학생_입대학생수,대학교학생_입대학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,31,대학교학생_여자취업불가능자수,대학교학생_여자취업불가능자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,32,대학교학생_취업불가능수,대학교학생_취업불가능수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,33,대학교학생_여자외국인유학생수,대학교학생_여자외국인유학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,34,대학교학생_외국인유학생수,대학교학생_외국인유학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,35,대학교학생개황_여자취업자수,대학교학생개황_여자취업자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,36,대학교학생개황_취업자수,대학교학생개황_취업자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,37,대학교학생_여자졸업생수,대학교학생_여자졸업생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,38,대학교학생_졸업생수,대학교학생_졸업생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,39,대학교학생_여자입학생수,대학교학생_여자입학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,40,대학교학생_입학생수,대학교학생_입학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,41,대학교학생_여자입학지원자수,대학교학생_여자입학지원자수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,42,대학교학생_주간6학년재적여학생수,대학교학생_주간6학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,43,대학교학생_주간6학년재적학생수,대학교학생_주간6학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,44,대학교학생_주간5학년재적여학생수,대학교학생_주간5학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,45,대학교학생_재적여학생수,대학교학생_재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,46,대학교학생_재적학생수,대학교학생_재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,47,대학교학생_야간입학정원수,대학교학생_야간입학정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,48,대학교학생_주간입학정원수,대학교학생_주간입학정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,49,대학교학생_입학정원수,대학교학생_입학정원수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,50,대학교학생_학과수,대학교학생_학과수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,51,대학교학생_재학생수,대학교학생_재학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,52,대학교학생_여자재학생수,대학교학생_여자재학생수,string,decimal-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,53,대학교학생_주간5학년재적학생수,대학교학생_주간5학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,54,대학교학생_주간4학년재적여학생수,대학교학생_주간4학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,55,대학교학생_주간4학년재적학생수,대학교학생_주간4학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,56,대학교학생_주간3학년재적여학생수,대학교학생_주간3학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,57,대학교학생_주간3학년재적학생수,대학교학생_주간3학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,58,대학교학생_주간2학년재적여학생수,대학교학생_주간2학년재적여학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
고등교육통계,0103,대학교학생개황,59,대학교학생_주간2학년재적학생수,대학교학생_주간2학년재적학생수,string,integer-like,공식 정의 미확인,원본 공란·기호의 의미는 공식 설명서 확인 필요,[],2009,2025,
